lead_status,lifecycle_stage,contact_owner,last_activity_date,marketing_contact_status,create_date,student_type,athletics,event_attended,campus_location,paid_lead_list,organic_lead_list,degree,data_origin,normalized_source,lead_type
Dead Lead,Lead,UDR 02,2026-06-08 11:28:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 12,2026-06-08 11:32:00,Marketing contact,2026-06-05 12:56:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Dead Lead,Lead,UDR 02,2026-06-08 11:37:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Warm Lead,Lead,UDR 23,2026-06-08 11:57:00,Marketing contact,2026-06-05 17:17:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Warm Lead,Lead,UDR 23,2026-06-08 12:30:00,Marketing contact,2026-06-03 22:43:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 13:09:00,Marketing contact,2026-06-08 11:22:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Dead Lead,Not a Lead,UDR 17,2026-06-08 13:34:00,Marketing contact,2026-06-08 13:33:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 58,,,Uploaded paid leads workbook,Source 58,Paid
Dead Lead,Not a Lead,UDR 23,2026-06-08 13:41:00,Marketing contact,2026-06-08 13:39:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 58,,,Uploaded paid leads workbook,Source 58,Paid
Warm Lead,Lead,UDR 25,2026-06-08 13:54:00,Marketing contact,2026-06-07 08:04:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 14:06:00,Marketing contact,2026-06-02 07:32:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 14:15:00,Marketing contact,2026-06-03 22:30:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 14:36:00,Marketing contact,2026-06-03 15:57:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Responded,Lead,UDR 02,2026-06-08 14:40:00,Marketing contact,2026-06-03 13:39:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Responded,Lead,UDR 02,2026-06-08 14:41:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 14:51:00,Marketing contact,2026-06-07 18:48:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-08 14:52:00,Marketing contact,2026-06-04 03:47:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-08 15:05:00,Marketing contact,2026-06-06 20:06:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-08 15:07:00,Marketing contact,2026-06-06 18:41:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-08 15:35:00,Marketing contact,2026-06-08 11:15:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 15:44:00,Marketing contact,2026-06-06 12:52:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-08 15:45:00,Marketing contact,2026-06-04 13:24:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Warm Lead,Lead,UDR 14,2026-06-08 15:58:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-08 16:14:00,Marketing contact,2026-06-05 19:33:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 23,2026-06-08 16:58:00,Marketing contact,2026-06-02 12:05:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 23,2026-06-08 17:14:00,Marketing contact,2026-06-03 23:17:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 23,2026-06-08 17:18:00,Marketing contact,2026-06-03 22:34:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-08 18:04:00,Marketing contact,2026-06-08 16:38:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
App Submitted - Qualified,Applicant,UDR 17,2026-06-08 18:37:00,Marketing contact,2026-06-03 22:44:00,Military/Veteran,,,100% Online,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-08 19:12:00,Marketing contact,2026-06-06 01:11:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 14,2026-06-08 19:50:00,Marketing contact,2026-06-04 12:45:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Qualified Meeting Set,Lead,UDR 12,2026-06-08 21:22:00,Marketing contact,2026-06-08 17:18:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
New,Lead,UDR 06,2026-06-09 08:59:00,Marketing contact,2026-06-09 08:58:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Warm Lead,Lead,UDR 02,2026-06-09 09:05:00,Marketing contact,2026-06-08 20:45:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Dead Lead,Not a Lead,UDR 17,2026-06-09 09:07:00,Marketing contact,2026-06-09 06:34:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-09 09:23:00,Marketing contact,2026-06-05 20:23:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 12,2026-06-09 09:31:00,Marketing contact,2026-06-09 00:49:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 02,2026-06-09 09:32:00,Marketing contact,2026-06-07 18:17:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 12,2026-06-09 09:50:00,Marketing contact,2026-06-09 08:38:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Do Not Contact,Not a Lead,UDR 14,2026-06-09 09:56:00,Marketing contact,2026-06-09 06:44:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Dead Lead,Not a Lead,UDR 02,2026-06-09 10:04:00,Marketing contact,2026-06-03 10:24:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Dead Lead,Not a Lead,UDR 02,2026-06-09 10:06:00,Marketing contact,2026-06-02 20:15:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Dead Lead,Not a Lead,UDR 02,2026-06-09 10:08:00,Marketing contact,2026-06-02 19:10:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Dead Lead,Not a Lead,UDR 02,2026-06-09 10:09:00,Marketing contact,2026-06-02 16:31:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Do Not Contact,Not a Lead,UDR 14,2026-06-09 10:10:00,Marketing contact,2026-06-07 19:47:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 17,2026-06-09 10:14:00,Marketing contact,2026-06-03 10:06:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Do Not Contact,Not a Lead,UDR 14,2026-06-09 10:25:00,Marketing contact,2026-06-06 16:46:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
New,Lead,UDR 12,2026-06-09 11:11:00,Marketing contact,2026-06-09 11:10:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Cold Lead,Lead,UDR 25,2026-06-09 11:43:00,Marketing contact,2026-06-09 09:41:00,Military/Veteran,,Source 100,,Source 58,,,Uploaded paid leads workbook,Source 58,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-09 12:08:00,Marketing contact,2026-06-07 20:21:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-09 12:11:00,Marketing contact,2026-06-07 23:23:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-09 12:24:00,Marketing contact,2026-06-08 20:29:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-09 12:26:00,Marketing contact,2026-06-09 11:23:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Warm Lead,Lead,UDR 08,2026-06-09 12:34:00,Marketing contact,2026-06-09 11:14:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Responded,Lead,UDR 21,2026-06-09 12:48:00,Marketing contact,2026-06-09 12:39:00,Military/Veteran,,Source 100,,Source 58,,,Uploaded paid leads workbook,Source 58,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-09 12:53:00,Marketing contact,2026-06-09 12:17:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-09 12:55:00,Marketing contact,2026-06-09 11:06:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Cold Lead,Lead,UDR 25,2026-06-09 12:57:00,Marketing contact,2026-06-09 11:12:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Cold Lead,Lead,UDR 21,2026-06-09 12:59:00,Marketing contact,2026-06-09 12:56:00,Military/Veteran,,Source 100,,Source 58,,,Uploaded paid leads workbook,Source 58,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-09 13:02:00,Marketing contact,2026-06-09 12:57:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Warm Lead,Lead,UDR 23,2026-06-09 13:05:00,Marketing contact,2026-06-03 22:07:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-09 13:06:00,Marketing contact,2026-06-09 10:47:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Hot Lead,Lead,UDR 25,2026-06-09 13:14:00,Marketing contact,2026-06-08 09:51:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 58,Source 109,,Uploaded paid leads workbook,Source 58,Paid
Outreach Attempt 2,Lead,UDR 25,2026-06-09 13:23:00,Marketing contact,2026-06-02 07:41:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 2,Lead,UDR 25,2026-06-09 13:23:00,Marketing contact,2026-06-01 22:22:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-09 14:04:00,Marketing contact,2026-06-07 08:53:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 2,Lead,UDR 25,2026-06-09 14:09:00,Marketing contact,2026-06-02 22:43:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 2,Lead,UDR 25,2026-06-09 14:10:00,Marketing contact,2026-06-03 21:22:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Interviewed - App Ready,Lead,UDR 25,2026-06-09 14:27:00,Marketing contact,2026-06-08 09:48:00,,,,,Source 58,Source 109,,Uploaded paid leads workbook,Source 58,Paid
Qualified Meeting Set,Lead,UDR 23,2026-06-09 14:28:00,Marketing contact,2026-06-09 11:06:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Hot Lead,Lead,UDR 17,2026-06-09 14:46:00,Marketing contact,2026-06-05 09:16:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 08,2026-06-09 15:07:00,Marketing contact,2026-06-03 22:42:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-09 15:52:00,Marketing contact,2026-06-09 14:18:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-09 15:52:00,Marketing contact,2026-06-09 14:08:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-09 15:53:00,Marketing contact,2026-06-09 11:13:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Cold Lead,Lead,UDR 21,2026-06-09 16:04:00,Marketing contact,2026-06-09 11:04:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Warm Lead,Lead,UDR 17,2026-06-09 16:06:00,Marketing contact,2026-06-03 22:23:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Hot Lead,Lead,UDR 17,2026-06-09 16:47:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Enrolled,Enrolled,UDR 21,2026-06-09 16:54:00,Marketing contact,2026-06-05 03:05:00,Military/Veteran,,,San Jose,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Warm Lead,Lead,UDR 23,2026-06-09 17:16:00,Marketing contact,2026-06-07 11:05:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-09 17:43:00,Marketing contact,2026-06-04 10:51:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-09 17:44:00,Marketing contact,2026-06-03 07:51:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 17,2026-06-09 17:45:00,Marketing contact,2026-06-02 17:17:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 17,2026-06-09 18:03:00,Marketing contact,2026-06-07 21:21:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 12,2026-06-10 08:48:00,Marketing contact,2026-06-09 21:13:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Warm Lead,Lead,UDR 02,2026-06-10 08:51:00,Marketing contact,2026-06-09 11:20:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Warm Lead,Lead,UDR 12,2026-06-10 08:59:00,Marketing contact,2026-06-09 13:49:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-10 09:01:00,Marketing contact,2026-06-09 18:45:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-10 09:04:00,Marketing contact,2026-06-06 16:46:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:05:00,Marketing contact,2026-06-09 11:17:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:06:00,Marketing contact,2026-06-09 11:08:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-10 09:08:00,Marketing contact,2026-06-10 07:05:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-10 09:10:00,Marketing contact,2026-06-09 11:16:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:12:00,Marketing contact,2026-06-08 22:11:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Responded,Lead,UDR 14,2026-06-10 09:12:00,Marketing contact,2026-06-08 19:56:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-10 09:14:00,Marketing contact,2026-06-09 23:56:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-10 09:16:00,Marketing contact,2026-06-09 21:13:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 02,2026-06-10 09:17:00,Marketing contact,2026-06-09 00:15:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Responded,Lead,UDR 02,2026-06-10 09:19:00,Marketing contact,2026-06-08 04:03:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:19:00,Marketing contact,2026-06-07 21:51:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-10 09:20:00,Marketing contact,2026-06-09 11:22:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-10 09:21:00,Marketing contact,2026-06-09 11:02:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-10 09:21:00,Marketing contact,2026-06-05 17:15:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:26:00,Marketing contact,2026-06-07 09:03:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Cold Lead,Lead,UDR 02,2026-06-10 09:28:00,Marketing contact,2026-06-07 17:05:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 2,Lead,UDR 02,2026-06-10 09:28:00,Marketing contact,2026-06-06 10:52:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:29:00,Marketing contact,2026-06-06 06:02:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Hot Lead,Lead,UDR 12,2026-06-10 09:30:00,Marketing contact,2026-06-09 11:20:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 2,Lead,UDR 02,2026-06-10 09:31:00,Marketing contact,2026-06-06 06:43:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 2,Lead,UDR 02,2026-06-10 09:32:00,Marketing contact,2026-06-06 01:39:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 2,Lead,UDR 02,2026-06-10 09:33:00,Marketing contact,2026-06-05 17:20:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 2,Lead,UDR 14,2026-06-10 09:34:00,Marketing contact,2026-06-06 03:56:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 4,Lead,UDR 02,2026-06-10 09:34:00,Marketing contact,2026-06-04 12:20:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 21,2026-06-10 09:34:00,Marketing contact,2026-06-10 00:50:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-10 09:36:00,Marketing contact,2026-06-09 23:54:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Dead Lead,Not a Lead,UDR 14,2026-06-10 09:36:00,Marketing contact,2026-06-05 20:42:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Responded,Lead,UDR 02,2026-06-10 10:31:00,Marketing contact,2026-06-09 11:09:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
App Submitted - Unqualified,Applicant,UDR 21,2026-06-10 11:13:00,Marketing contact,2026-06-09 12:49:00,Military/Veteran,,Source 100,San Diego,Source 58,,,Uploaded paid leads workbook,Source 58,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-10 11:14:00,Marketing contact,2026-06-09 15:38:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
New,Lead,UDR 19,2026-06-10 11:17:00,Marketing contact,2026-06-09 23:16:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 72,,,Uploaded paid leads workbook,Source 72,Paid
Hot Lead,Lead,UDR 17,2026-06-10 11:18:00,Non-marketing contact,2026-06-01 16:22:00,,,Source 135,,Source 60,,,Uploaded paid leads workbook,Source 60,Paid
Hot Lead,Lead,UDR 14,2026-06-10 11:38:00,Marketing contact,2026-06-05 17:20:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Responded,Lead,UDR 14,2026-06-10 11:40:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-10 11:42:00,Marketing contact,2026-06-10 00:13:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-10 11:44:00,Marketing contact,2026-06-09 15:08:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-10 11:44:00,Marketing contact,2026-06-10 08:55:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-10 11:49:00,Marketing contact,2026-06-09 11:04:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-10 11:49:00,Marketing contact,2026-06-09 22:28:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-10 11:51:00,Marketing contact,2026-06-08 12:13:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Interviewed - App Ready,Lead,UDR 02,2026-06-10 11:57:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,San Jose,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Responded,Lead,UDR 17,2026-06-10 11:58:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Responded,Lead,UDR 17,2026-06-10 11:58:00,Marketing contact,2026-06-07 12:11:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Hot Lead,Lead,UDR 14,2026-06-10 12:04:00,Marketing contact,2026-06-09 19:23:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-10 12:04:00,Marketing contact,2026-06-09 02:32:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-10 12:09:00,Marketing contact,2026-06-09 09:50:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 23,2026-06-10 12:09:00,Marketing contact,2026-06-09 21:35:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 4,Lead,UDR 02,2026-06-10 12:13:00,Marketing contact,2026-06-03 22:14:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-10 12:17:00,Marketing contact,2026-06-06 01:41:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Responded,Lead,UDR 23,2026-06-10 12:19:00,Marketing contact,2026-06-09 14:57:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
New,Lead,UDR 12,2026-06-10 12:27:00,Marketing contact,2026-06-10 12:26:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
New,Lead,UDR 25,2026-06-10 12:29:00,Marketing contact,2026-06-10 12:28:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
New,Lead,UDR 12,2026-06-10 12:36:00,Marketing contact,2026-06-10 12:35:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
New,Lead,UDR 25,2026-06-10 12:38:00,Marketing contact,2026-06-10 12:37:00,Military/Veteran,,,,Source 46,,,Uploaded paid leads workbook,Source 46,Paid
